BTBUL12004198801,KENANOV Miroslav,14,11
BTRUS10302198801,LAPSHIN Timofey,143,15
BTESP11806198301,PULIDO SERRANO Samuel,1,3
BTGER10405198301,ROESCH Michael,60,11
BTBLR10803198901,ALENISHKO Vladimir,42,15
BTCHN12004198601,LI Zhonghai,2,5
BTCAN11902198601,BEDARD Marc Andre,3,7
BTCHN20511199101,TANG Jialin,47,11
BTCZE20912198801,VITKOVA Veronika,103,25
BTRUS21206197901,BOGALIY-TITOVETS Anna,218,25
BTGER20309198601,LANG Kathrin,1,2
BTGER20402198601,HENNECKE Carolin,10,2
BTSUI20212199101,GASPARIN Elisa,6,11
BTITA22711199101,RUNGGALDIER Alexia,2,4
BTRUS21105198301,ROMANOVA Yana,43,9
BTKAZ21002199401,VISHNEVSKAYA Galina,0,2
BTCHN22103199101,SONG Chaoqing,11,12
BTSWE20711198601,HOEGBERG Elisabeth,23,13
BTJPN10807198701,WAKAMATSU Sho,0,3
BTEST11308198601,STEPTSENKO Danil,5,12
BTLTU11902198501,ZLATKAUSKAS Karolis,3,13
BTLTU12203198201,LAVRINOVIC Aleksandr,1,7
BTCZE20111198901,SOUKALOVA Gabriela,18,7
BTBUL21004199201,STOYANOVA Desislava,5,7
BTCHN21005199201,ZHANG Yan,25,7
BTCAN21009198801,HEINICKE Megan,6,6
BTKAZ10810198501,NAUMIK Sergey,11,10
BTCHN12005198201,ZHANG Chengye,2,6
BTSVK10402197801,HURAJT Pavol,35,17
BTESP12706198801,FERNANDEZ MUSSO Manuel,5,6
BTNOR10503198601,ENG Martin,21,6
BTNOR10909197401,ANDRESEN Frode,0,2
BTITA10305198401,COLA Mattia,0,1
BTFRA12403198801,BEATRIX Jean Guillaume,117,21
BTNOR21203199001,NOSSUM Ane Skrove,1,7
BTCHN21008198301,WANG Chunli,6,4
BTGBR21804197601,POTTON Fay,0,4
BTGER22106198601,HORCHLER Nadine,10,3
BTUSA20108198401,COOK Annelies,8,17
BTBLR23007199101,KRYUKO Iryna,12,12
BTNOR20111198401,ROEKSUND Birgitte,2,3
BTSLO21204199001,DRCAR Lili,0,4
BTFIN12802199001,ORPANA Sami,0,1
BTSUI22312199301,JOST Patricia,2,3
BTCAN12512198501,SMITH Nathan,10,11
BTROM11703198901,GERBACEA Roland,0,2
BTKOR22302199301,KIM Seora,11,8
BTCZE20301199101,PUSKARCIKOVA Eva,0,1
BTSVK21102198201,KALINOVA Lubomira,4,6
BTFIN22208198701,PORELA-TIIHONEN Susanna,0,2
BTFIN22302198201,OKSANEN Eevamari,3,9
BTEST22706199301,TALIHAERM Johanna,0,1
BTROU20109199301,POTINGA Irina,0,2
BTNOR12303198601,L'ABEE-LUND Henrik,10,6
BTSUI12006198401,BOECKLI Claudio,6,8
BTPOL13003198601,KWAK Adam,2,4
BTLAT12211199001,KOLESNIKOVS Arturs,9,10
BTGBR23001198701,LIGHTFOOT Amanda,15,10
BTSUI22310199101,CADURISCH Irene,0,2
BTJPN22105199001,NAKAJIMA Yuki,8,14
BTROM22010198501,SZOECS Emoeke,5,6
BTUKR21909199001,DZHYMA Juliya,36,8
BTPOL22502198701,PITON Karolina,0,3
BTITA21710198501,FIANDINO Roberta,3,5
BTJPN22512198901,TORII Mika,0,3
BTFRA20303198601,MACABIES Pauline,0,1
BTRUS22510198601,SHUMILOVA Ekaterina,10,7
BTBEL12604197101,LANGER Thorsten,4,7
BTSWE12705198801,ARMGREN Ted,11,9
BTSUI12304198101,STEBLER Christian,2,10
BTGER11606198601,BOEHM Daniel,38,9
BTSLO12112199001,KOCEVAR Simon,3,5
BTFIN12109198701,SIMOLA Ville,11,6
BTEST20305198501,LEHTLA Kadri,26,14
BTFRA21703198801,BAUD Jacquemine,1,2
BTUSA22604198201,BARNES Tracy,3,5
BTEST10701198201,VIKS Priit,6,4
BTUKR11801198401,BEREZHNOY Oleg,30,7
BTLAT10907197001,BRICIS Ilmars,2,5
BTUSA11806198701,CURRIER Russell,50,9
BTGER11705198801,LESSER Erik,7,7
BTLAT10901198201,BERZINS Janis,4,2
BTRUS22204198701,GLAZYRINA Ekaterina,78,10
BTSVK22510199201,FIALKOVA Paulina,1,3
BTFRA22306198501,BRETON Claire,1,1
BTNOR22105199001,ECKHOFF Tiril,32,9
BTNOR10503198602,HAFSAS Ronny,0,1
BTAUT11201198501,EBERHARD Tobias,8,5
BTITA12610197701,VUILLERMOZ Rene Laurent,3,8
BTPOL20707198601,NOWAKOWSKA-ZIEMNIAK Weronika,101,28
BTAUT21701199101,INNERHOFER Katharina,2,4
BTSCG10402198601,HODZIC Edin,8,7
BTROM10606198901,FAUR Remus,0,1
BTEST21302198401,SAUE Eveli,2,5
BTJPN22901198501,AZEGAMI Naoko,0,4
BTROU21912199201,CIRSTEA Florina Ioana,1,5
BTLTU21704198501,KOCERGINA Natalija,0,8
BTCZE22007199001,LANDOVA Jitka,0,5
BTRUS21101198401,BOULYGINA Anna,21,3
BTUKR21609198901,TSESELSKA Kateryna,0,1
BTEST22710198501,HANNI Sirli,0,1
BTBUL21901199001,KOEVA Dafinka,1,2
BTSWE11702198901,ERIKSSON Christofer,8,2
BTBUL10108199001,ZLATEV Ivan,0,1
BTBUL12112199001,CHORBADZHIEV Vasil,0,1
BTEST12312198901,REMMELG Martin,0,1
BTBEL10809198401,NAVEAU Vincent,3,4
BTUKR12805198901,SERDYUK Mykhaylo,0,1
BTFIN11407198301,KANTANEN Janne,0,1
BTSWE11305198801,STEGMAYR Gabriel,0,1
BTCZE11702198901,KRISTEJN Lukas,5,4
BTNOR12101198001,OS Alexander,9,5
BTAUT10911198601,EBERHARD Julian,1,1
BTCZE12301199101,KRCMAR Michal,1,2
BTFIN22107198801,TOIVANEN Laura,0,1
BTRUS21510198801,ZAGORUIKO Anastasia,5,4
BTLTU21405198901,SABALIAUSKIENE Aliona,4,4
BTRUS22809198001,KHRUSTALEVA Elena,27,5
BTROU10506199301,VAMANU Laurentiu,0,4
BTGBR21008197601,WALKER Adele,0,5
BTBEL12410199101,LANGER Thierry,0,3
BTESP12201198901,QUINTANA ARIAS Pedro,2,2
BTGRL13006199101,OLSEN Aqqaluartaa,0,2
BTMKD11507198101,DAMJANOVSKI Darko,2,2
BTTUR12701199001,USTUNTAS Ahmet,4,2
BTBIH10606199201,LOPATIC Stefan,1,2
BTCRO13009199201,BUTKOVIC Dino,0,3
BTMKD10305198401,ICOSKI Gjorgji,2,2
BTHUN10310198101,GOMBOS Karoly,0,2
BTCRO11806199201,VEVEREC Jurica,1,3
BTUZB12508198801,YUNUSOV Anuzar,0,2
BTMDA11102199201,PINZARU Victor,2,2
BTHUN12812199001,SZABO Milan,2,2
BTKOR11012199301,KIM Yonggyu,0,3
BTBIH11303198901,KOSARAC Nemanja,0,2
BTBEL13012197701,LANGER Pascal,0,3
BTAUS10709199201,HARMER Dyllan,8,2
BTSCG11601198601,KRSMANOVIC Dejan,0,1
BTTUR10101199201,CIVIL Orhangazi,3,2
BTJPN11705198801,TACHIZAKI Mikito,0,1
BTCRO12805199101,CRNKOVIC Tomislav,1,3
BTKOR11407199301,KIM Jongmin,0,3
BTDEN12008196701,SLETTEMARK Oystein,1,2
BTGRE12504198801,KARAMICHAS Kleanthis,3,2
BTHUN12304198601,MUSKATAL Istvan,0,2
BTPOL11302199001,LEPEL Rafal,7,1
BTAUT20212198901,DUERINGER Ramona,9,7
BTLTU20112199301,KAZNACENKO Marija,0,3
BTMDA22808198801,CAMENSCIC Alexandra,2,2
BTNZL21602198801,MURPHY Sarah,2,2
BTBIH22307199101,KARISIK Tanja,0,2
BTGRE21205199001,TSAKIRI Panagiota,0,1
BTKOR21006199301,KIM Kyungnam,1,3
BTBRA22712197501,MOURAO Jaqueline,0,2
BTLAT22001199201,PASKOVSKA Inga,2,3
BTITA21711199101,GONTIER Nicole,1,3
BTAUS21610199401,GLANVILLE Lucy,2,2
BTCAN22003199001,ODDOU Yolaine,2,3
BTDEN20608196501,SLETTEMARK Uiloq,2,2
BTTUR20201199201,ERDILER Nihan,0,2
BTKAZ12503199101,PANTOV Anton,2,1
BTJPN12606199001,TSUNODA Ryo,0,2
BTSRB11705199101,HRKALOVIC Emir,0,3
BTCHN20904199101,WANG Yue,0,1
BTJPN22610199001,GOSHONO Arisa,0,1
BTCRO10308199001,TADEJEVIC Zvonimir,0,1
BTRUS12011198601,KLYACHIN Sergey,3,2
BTGER12403199001,DOLL Benedikt,4,2
BTRUS20305199001,ALIKINA Aleksandra,2,2
BTGER20807198601,DÖLL Juliane,0,2
BTGER22410198902,HAMMERSCHMIDT Maren,3,2
BTRUS21608198401,KOROVINA Marina,3,2
BTGRE11501196501,TSAKIRIS Athanasios,2,2
BTESP21008198801,PADIAL HERNANDEZ Victoria,1,2
BTGBR12705198801,GIBSON Carl,0,3
BTFIN13004198401,HAKALA Matti,0,1
BTLAT11501198901,PRAULITIS Toms,0,1
BTCAN20407198501,SCHULTZ Melanie,0,1
BTAUT22912199301,RIEDER Christina,5,1
BTGBR10403198601,WOOLLEY Ben,0,2
BTITA12405198701,TASCHLER Daniel,0,2
BTKAZ22608199001,KISTANOVA  Anna,0,1
