BTSVK22510199201,FIALKOVA Paulina,4,8
BTGER22106198601,HORCHLER Nadine,174,26
BTLAT20510198901,JUSKANE Zanna,6,14
BTSWE21607199101,ANDERSSON Ingela,22,12
BTCAN22305198801,CRAWFORD Rosanna,33,21
BTCZE20111198901,SOUKALOVA Gabriela,426,30
BTFIN22202197801,HOLOPAINEN Maija,5,4
BTRUS21608198401,KOROVINA Marina,27,9
BTSWE22109198601,MATTSSON Elin,25,24
BTBUL20505198901,YORDANOVA Emilia,20,22
BTITA20304199001,WIERER Dorothea,82,24
BTITA21711199101,GONTIER Nicole,25,25
BTEST22706199301,TALIHAERM Johanna,6,19
BTCZE20811198601,TOMESOVA Barbora,9,13
BTSVK21412198901,CHRAPANOVA Martina,17,18
BTGBR23001198701,LIGHTFOOT Amanda,5,12
BTRUS22610198301,BURDYGA Natalya,30,14
BTBRA22712197501,MOURAO Jaqueline,6,8
BTJPN21011198701,KOBAYASHI Miki,1,5
BTNOR21205199301,FENNE Hilde,64,15
BTSVK20204198901,POLIAKOVA Terezia,8,13
BTKAZ21408199101,RAIKOVA Alina,32,20
BTGER22410198902,HAMMERSCHMIDT Maren,6,5
BTRUS22302198502,YURLOVA Ekaterina,86,18
BTCZE20812198801,ZVARICOVA Veronika,13,12
BTITA22711199101,RUNGGALDIER Alexia,46,22
BTSWE22607199001,LIF Asa,5,9
BTBUL21202199301,POPOVA Stefani,5,18
BTGER12403199001,DOLL Benedikt,29,7
BTNOR11102198801,BIRKELAND Lars Helge,112,16
BTFRA11111199101,CLAUDE Florent,1,5
BTKAZ11203198601,TRIFONOV Alexandr,1,6
BTNED11511198801,SLOOF Joel,7,8
BTCRO13009199201,BUTKOVIC Dino,3,8
BTKAZ11806198001,CHERVYHKOV Alexsandr,6,10
BTEST10504197601,TOBRELUTS Indrek,18,19
BTSVK10402197801,HURAJT Pavol,23,15
BTLAT11905199001,PUZULIS Rolands,11,11
BTAUT10911198601,EBERHARD Julian,81,19
BTSLO12706199101,OBLAK Lenart,0,2
BTFIN21404199001,MARKKANEN Sanna,10,12
BTSWE23008198701,JONSSON Jenny,30,6
BTEST22105199301,GAIM Grete,17,15
BTGER20402198601,HENNECKE Carolin,3,2
BTRUS22809198001,KHRUSTALEVA Elena,17,13
BTGER20807198601,DÖLL Juliane,0,1
BTCAN21009198801,HEINICKE Megan,13,21
BTESP21008198801,PADIAL HERNANDEZ Victoria,35,17
BTBUL22406199301,DIMITROVA Niya,19,19
BTSWE20711198601,HOEGBERG Elisabeth,28,20
BTAUT20207198701,SCHWABL Iris,62,21
BTRUS22510198601,SHUMILOVA Ekaterina,136,21
BTPOL22802198401,CYL Agnieszka,11,9
BTNOR22505199001,LANDHEIM Bente,14,9
BTJPN11705198801,TACHIZAKI Mikito,0,5
BTCAN10611199001,GOW Scott,24,17
BTLTU12203198201,LAVRINOVIC Aleksandr,5,6
BTGBR11602198301,KANE Kevin,25,15
BTROM10606198901,FAUR Remus,13,9
BTROU12710198901,PUCHIANU Cornel,0,9
BTKAZ21002199401,VISHNEVSKAYA Galina,9,4
BTSUI20203199201,MEIER-RUGE Ladina,0,2
BTKOR21006199301,KIM Kyungnam,5,5
BTSCG12109198801,PETROVIC Milanko,8,15
BTRUS11811198001,TCHEREZOV Ivan,3,3
BTCZE11702198901,KRISTEJN Lukas,0,1
BTGER11911199101,KUEHN Johannes,11,8
BTUKR10511199101,PIDRUCHNYI Dmytro,3,7
BTITA10202198201,MARTINELLI Christian,15,8
BTSVK12909198301,SIMOCKO Dusan,12,17
BTLTU10806199101,DOMBROVSKI Karol,5,14
BTNOR12101198001,OS Alexander,3,5
BTCZE22007199001,LANDOVA Jitka,27,16
BTSLO21204199001,DRCAR Lili,0,4
BTITA21710198501,FIANDINO Roberta,1,2
BTKOR21104199101,PARK Ji-Ae,6,9
BTKOR22302199301,KIM Seora,1,4
BTCHN20904199101,WANG Yue,0,5
BTCZE12301199101,KRCMAR Michal,4,4
BTBLR10312198701,LIADOV Yuryi,10,13
BTKAZ13103198501,KENESHEV Dias,16,8
BTPOL20707198601,NOWAKOWSKA-ZIEMNIAK Weronika,97,30
BTROU23010199301,SALMAN Diana,5,5
BTCZE22102199301,CERNA Kristyna,9,3
BTJPN20805198001,OWADA Itsuka,5,9
BTSUI22312199301,JOST Patricia,3,6
BTBLR20603198801,YURKEVICH Darya,3,3
BTSVK23105198901,PREKOPOVA Natalia,0,3
BTEST12312198901,REMMELG Martin,0,2
BTSWE12705198801,ARMGREN Ted,8,10
BTFRA12504198401,FOURCADE Simon,214,21
BTCAN11902198601,BEDARD Marc Andre,2,2
BTCZE11207198201,SOUKUP Jaroslav,63,18
BTHUN12812199001,SZABO Milan,1,4
BTFIN12805197901,KALJUNEN Mika,11,11
BTPOL10506198901,SLONINA Lukasz,2,7
BTEST11909199201,ERMITS Kalev,0,2
BTAUT11201198501,EBERHARD Tobias,6,7
BTGBR10907199401,DIXON Scott,0,3
BTPOL11302199001,LEPEL Rafal,1,5
BTNOR20611198201,FLATLAND Ann Kristin Aafedt,112,15
BTSUI20902199401,GASPARIN Aita,1,6
BTCAN22606199101,VAILLANCOURT Audrey,18,8
BTCHN22103199101,SONG Chaoqing,12,7
BTAUT21612199301,HAUSER Lisa Theresa,10,4
BTFIN23110198401,GRONDAHL Outi,0,6
BTLAT10701199101,MEIRANS Krisjanis,1,7
BTPOL13003198601,KWAK Adam,14,9
BTCHN12004198601,LI Zhonghai,1,7
BTCHN12205198401,CHEN Haibin,8,6
BTCHN12204199101,LI Xuezhi,0,5
BTGBR21008197601,WALKER Adele,0,5
BTGER20309198601,LANG Kathrin,1,1
BTRUS21510198801,ZAGORUIKO Anastasia,11,5
BTGBR12701198701,BEYER Pete,2,8
BTLAT22706199101,BENDIKA Baiba,6,4
BTNED21907199201,SLOOF Chardine,19,7
BTSLO20406197801,RAVNIKAR Dijana,2,4
